Ticker,Datetime,Open,High,Low,Close,AdjClose,Volume
AAPL,2023-06-01 09:30:00-04:00,177.6999969482422,178.36000061035156,176.93060302734375,178.10000610351562,178.10000610351562,11739353
AAPL,2023-06-01 10:30:00-04:00,178.11000061035156,179.64500427246094,178.0,179.47999572753906,179.47999572753906,9190897
AAPL,2023-06-01 11:30:00-04:00,179.48500061035156,179.96670532226562,179.2100067138672,179.8000030517578,179.8000030517578,5769853
AAPL,2023-06-01 12:30:00-04:00,179.8000030517578,180.0,179.46499633789062,179.61000061035156,179.61000061035156,6109540
AAPL,2023-06-01 13:30:00-04:00,179.61309814453125,180.0,179.47999572753906,179.875,179.875,5404967
AAPL,2023-06-01 14:30:00-04:00,179.8800048828125,180.1199951171875,179.55999755859375,179.77999877929688,179.77999877929688,7700902
AAPL,2023-06-01 15:30:00-04:00,179.7899932861328,180.1199951171875,179.22000122070312,180.11000061035156,180.11000061035156,7887639
AAPL,2023-06-02 09:30:00-04:00,181.02999877929688,181.77999877929688,179.25999450683594,179.72999572753906,179.72999572753906,17788376
AAPL,2023-06-02 10:30:00-04:00,179.74000549316406,180.63999938964844,179.63999938964844,180.5,180.5,6783430
AAPL,2023-06-02 11:30:00-04:00,180.50999450683594,181.04989624023438,180.41000366210938,180.6699981689453,180.6699981689453,5864150
AAPL,2023-06-02 12:30:00-04:00,180.6750030517578,181.00999450683594,180.52999877929688,180.58999633789062,180.58999633789062,4243206
AAPL,2023-06-02 13:30:00-04:00,180.58670043945312,180.77000427246094,180.05999755859375,180.45989990234375,180.45989990234375,4856063
AAPL,2023-06-02 14:30:00-04:00,180.4499969482422,181.0399932861328,180.39999389648438,180.7550048828125,180.7550048828125,5691505
AAPL,2023-06-02 15:30:00-04:00,180.75,181.10000610351562,180.61000061035156,180.9600067138672,180.9600067138672,6889023
AAPL,2023-06-05 09:30:00-04:00,182.6300048828125,183.99000549316406,181.97000122070312,183.7100067138672,183.7100067138672,22093278
AAPL,2023-06-05 10:30:00-04:00,183.72000122070312,184.36000061035156,183.6300048828125,184.22999572753906,184.22999572753906,11622832
AAPL,2023-06-05 11:30:00-04:00,184.22500610351562,184.72000122070312,183.99000549316406,184.55039978027344,184.55039978027344,9277523
AAPL,2023-06-05 12:30:00-04:00,184.55999755859375,184.9510040283203,183.91000366210938,184.11399841308594,184.11399841308594,10792850
AAPL,2023-06-05 13:30:00-04:00,184.11500549316406,184.31500244140625,182.02999877929688,183.06829833984375,183.06829833984375,18354521
AAPL,2023-06-05 14:30:00-04:00,183.07000732421875,183.16000366210938,178.03500366210938,179.52499389648438,179.52499389648438,32366050
AAPL,2023-06-05 15:30:00-04:00,179.52999877929688,179.7899932861328,178.77000427246094,179.60000610351562,179.60000610351562,10221616
AAPL,2023-06-06 09:30:00-04:00,179.96499633789062,180.1199951171875,177.42999267578125,178.94000244140625,178.94000244140625,19961232
AAPL,2023-06-06 10:30:00-04:00,178.9499969482422,179.21229553222656,177.6649932861328,177.7899932861328,177.7899932861328,9164963
AAPL,2023-06-06 11:30:00-04:00,177.7949981689453,179.11000061035156,177.75010681152344,178.69000244140625,178.69000244140625,6983928
AAPL,2023-06-06 12:30:00-04:00,178.68499755859375,178.7899932861328,178.02999877929688,178.71499633789062,178.71499633789062,6695641
AAPL,2023-06-06 13:30:00-04:00,178.718505859375,179.39999389648438,178.6103973388672,179.32000732421875,179.32000732421875,6019459
AAPL,2023-06-06 14:30:00-04:00,179.3249969482422,179.6999969482422,179.1300048828125,179.41000366210938,179.41000366210938,4416033
AAPL,2023-06-06 15:30:00-04:00,179.4199981689453,179.55990600585938,179.0500030517578,179.16000366210938,179.16000366210938,5394387
AAPL,2023-06-07 09:30:00-04:00,178.44000244140625,181.2100067138672,178.22000122070312,179.27999877929688,179.27999877929688,15472050
AAPL,2023-06-07 10:30:00-04:00,179.4499969482422,179.52000427246094,178.49000549316406,178.97500610351562,178.97500610351562,7288454
AAPL,2023-06-07 11:30:00-04:00,178.97500610351562,179.61000061035156,178.17999267578125,178.3699951171875,178.3699951171875,5282564
AAPL,2023-06-07 12:30:00-04:00,178.3699951171875,178.72000122070312,177.61000061035156,177.69000244140625,177.69000244140625,6202735
AAPL,2023-06-07 13:30:00-04:00,177.6999969482422,178.28500366210938,177.32000732421875,178.02999877929688,178.02999877929688,4518693
AAPL,2023-06-07 14:30:00-04:00,178.02999877929688,178.5,177.60000610351562,178.06500244140625,178.06500244140625,4820318
AAPL,2023-06-07 15:30:00-04:00,178.05999755859375,178.1999969482422,177.4239044189453,177.82000732421875,177.82000732421875,7942141
AAPL,2023-06-08 09:30:00-04:00,177.89500427246094,178.75,177.4600067138672,178.47000122070312,178.47000122070312,10752927
AAPL,2023-06-08 10:30:00-04:00,178.49000549316406,179.42999267578125,178.38999938964844,179.23910522460938,179.23910522460938,5780209
AAPL,2023-06-08 11:30:00-04:00,179.23939514160156,180.0,179.13999938964844,179.9698944091797,179.9698944091797,5797046
AAPL,2023-06-08 12:30:00-04:00,179.9600067138672,179.97000122070312,179.39999389648438,179.47000122070312,179.47000122070312,3341042
AAPL,2023-06-08 13:30:00-04:00,179.46499633789062,179.97999572753906,179.00999450683594,179.94500732421875,179.94500732421875,3800213
AAPL,2023-06-08 14:30:00-04:00,179.9499969482422,180.2899932861328,179.72999572753906,180.2550048828125,180.2550048828125,5929021
AAPL,2023-06-08 15:30:00-04:00,180.25,180.83999633789062,180.2100067138672,180.5399932861328,180.5399932861328,6364520
AAPL,2023-06-09 09:30:00-04:00,181.5,182.19000244140625,181.24000549316406,181.9199981689453,181.9199981689453,11693845
AAPL,2023-06-09 10:30:00-04:00,181.9199981689453,182.10000610351562,180.97999572753906,181.22999572753906,181.22999572753906,6831450
AAPL,2023-06-09 11:30:00-04:00,181.22500610351562,181.5301055908203,180.6300048828125,181.16000366210938,181.16000366210938,5180506
AAPL,2023-06-09 12:30:00-04:00,181.1699981689453,181.6999969482422,180.94000244140625,181.66000366210938,181.66000366210938,3456759
AAPL,2023-06-09 13:30:00-04:00,181.6699981689453,182.22999572753906,181.60000610351562,182.00990295410156,182.00990295410156,3856950
AAPL,2023-06-09 14:30:00-04:00,182.00999450683594,182.08999633789062,181.30999755859375,181.49000549316406,181.49000549316406,4584495
AAPL,2023-06-09 15:30:00-04:00,181.47999572753906,181.52999877929688,180.72999572753906,181.0399932861328,181.0399932861328,5566987
AAPL,2023-06-12 09:30:00-04:00,181.5,182.0399932861328,180.97000122070312,181.60000610351562,181.60000610351562,8944353
AAPL,2023-06-12 10:30:00-04:00,181.60000610351562,182.11000061035156,181.4300994873047,182.01499938964844,182.01499938964844,5201184
AAPL,2023-06-12 11:30:00-04:00,182.02000427246094,182.52999877929688,182.02000427246094,182.27499389648438,182.27499389648438,4522372
AAPL,2023-06-12 12:30:00-04:00,182.28500366210938,182.66000366210938,182.2729949951172,182.5399932861328,182.5399932861328,3437292
AAPL,2023-06-12 13:30:00-04:00,182.53990173339844,182.80999755859375,182.4199981689453,182.7100067138672,182.7100067138672,3217543
AAPL,2023-06-12 14:30:00-04:00,182.71499633789062,183.47999572753906,182.6999969482422,183.3090057373047,183.3090057373047,5613491
AAPL,2023-06-12 15:30:00-04:00,183.3000030517578,183.88999938964844,183.19000244140625,183.83999633789062,183.83999633789062,7125628
AAPL,2023-06-13 09:30:00-04:00,182.8000030517578,184.14999389648438,182.6199951171875,182.75999450683594,182.75999450683594,15976204
AAPL,2023-06-13 10:30:00-04:00,182.77000427246094,183.75050354003906,182.4600067138672,183.39999389648438,183.39999389648438,6083400
AAPL,2023-06-13 11:30:00-04:00,183.39999389648438,183.468994140625,182.96009826660156,183.1699981689453,183.1699981689453,5328589
AAPL,2023-06-13 12:30:00-04:00,183.17999267578125,183.5500030517578,182.88499450683594,183.0207977294922,183.0207977294922,4892930
AAPL,2023-06-13 13:30:00-04:00,183.02999877929688,183.13999938964844,182.72000122070312,182.83999633789062,182.83999633789062,4160728
AAPL,2023-06-13 14:30:00-04:00,182.83999633789062,183.1300048828125,182.44000244140625,182.97999572753906,182.97999572753906,5788039
AAPL,2023-06-13 15:30:00-04:00,182.97500610351562,183.3800048828125,182.9199981689453,183.30999755859375,183.30999755859375,4278763
AAPL,2023-06-14 09:30:00-04:00,183.3699951171875,184.27999877929688,182.91000366210938,184.22500610351562,184.22500610351562,11407710
AAPL,2023-06-14 10:30:00-04:00,184.22999572753906,184.38999938964844,183.52000427246094,184.2100067138672,184.2100067138672,6301964
